,question_id,poll_id,state,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,internal,url,race_id,answer,candidate_id,candidate_name,candidate_party,pct,start_date,end_date,created_at,Poll_Time,end_date_month,end_date_year
886,136196,72574,Alabama,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1714.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6212,Trump,13254,Donald Trump,REP,60.0,2020-10-18 00:00:00,2020-10-31 00:00:00,2020-11-01 19:01:00,13 days,10,2020
887,136145,72575,Alaska,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,614.0,rv,rv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6211,Biden,13256,Joseph R. Biden Jr.,DEM,45.0,2020-10-18 00:00:00,2020-10-31 00:00:00,2020-11-01 18:57:00,13 days,10,2020
888,136145,72575,Alaska,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,614.0,rv,rv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6211,Trump,13254,Donald Trump,REP,54.0,2020-10-18 00:00:00,2020-10-31 00:00:00,2020-11-01 18:57:00,13 days,10,2020
889,136197,72575,Alaska,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,614.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6211,Biden,13256,Joseph R. Biden Jr.,DEM,45.0,2020-10-18 00:00:00,2020-10-31 00:00:00,2020-11-01 19:01:00,13 days,10,2020
890,136197,72575,Alaska,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,614.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6211,Trump,13254,Donald Trump,REP,54.0,2020-10-18 00:00:00,2020-10-31 00:00:00,2020-11-01 19:01:00,13 days,10,2020
891,136102,72532,Texas,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,8692.0,rv,rv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6254,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:53:00,14 days,10,2020
892,136102,72532,Texas,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,8692.0,rv,rv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6254,Trump,13254,Donald Trump,REP,48.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:53:00,14 days,10,2020
893,136154,72532,Texas,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,8692.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6254,Biden,13256,Joseph R. Biden Jr.,DEM,47.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:58:00,14 days,10,2020
894,136154,72532,Texas,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,8692.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6254,Trump,13254,Donald Trump,REP,51.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:58:00,14 days,10,2020
895,136109,72539,Oklahoma,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1880.0,rv,rv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6247,Biden,13256,Joseph R. Biden Jr.,DEM,36.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:54:00,14 days,10,2020
896,136109,72539,Oklahoma,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1880.0,rv,rv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6247,Trump,13254,Donald Trump,REP,62.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:54:00,14 days,10,2020
897,136161,72539,Oklahoma,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1880.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6247,Biden,13256,Joseph R. Biden Jr.,DEM,35.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:58:00,14 days,10,2020
898,136161,72539,Oklahoma,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1880.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6247,Trump,13254,Donald Trump,REP,64.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:58:00,14 days,10,2020
899,136133,72563,Iowa,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1484.0,rv,rv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6223,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:56:00,14 days,10,2020
900,136133,72563,Iowa,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1484.0,rv,rv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6223,Trump,13254,Donald Trump,REP,48.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 18:56:00,14 days,10,2020
901,136185,72563,Iowa,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1484.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6223,Biden,13256,Joseph R. Biden Jr.,DEM,49.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 19:00:00,14 days,10,2020
902,136185,72563,Iowa,1193,SurveyMonkey,SurveyMonkey,324.0,SurveyMonkey,D-,1484.0,lv,lv,Online,False,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,6223,Trump,13254,Donald Trump,REP,50.0,2020-10-17 00:00:00,2020-10-31 00:00:00,2020-11-01 19:00:00,14 days,10,2020
903,136043,72492,Iowa,235,Opinion Savvy/InsiderAdvantage,InsiderAdvantage,243.0,Opinion Savvy/InsiderAdvantage,B-,400.0,lv,lv,Automated Phone,False,https://overland.amgreatness.com/app/uploads/2020/10/IOWA-POLL-102020.pdf,6223,Biden,13256,Joseph R. Biden Jr.,DEM,46.1,2020-10-30 00:00:00,2020-10-30 00:00:00,2020-11-01 11:31:00,0 days,10,2020
904,136043,72492,Iowa,235,Opinion Savvy/InsiderAdvantage,InsiderAdvantage,243.0,Opinion Savvy/InsiderAdvantage,B-,400.0,lv,lv,Automated Phone,False,https://overland.amgreatness.com/app/uploads/2020/10/IOWA-POLL-102020.pdf,6223,Trump,13254,Donald Trump,REP,47.8,2020-10-30 00:00:00,2020-10-30 00:00:00,2020-11-01 11:31:00,0 days,10,2020
905,136043,72492,Iowa,235,Opinion Savvy/InsiderAdvantage,InsiderAdvantage,243.0,Opinion Savvy/InsiderAdvantage,B-,400.0,lv,lv,Automated Phone,False,https://overland.amgreatness.com/app/uploads/2020/10/IOWA-POLL-102020.pdf,6223,Jorgensen,14611,Jo Jorgensen,LIB,0.5,2020-10-30 00:00:00,2020-10-30 00:00:00,2020-11-01 11:31:00,0 days,10,2020
906,135712,72333,Michigan,383,Public Policy Polling,Public Policy Polling,263.0,Public Policy Polling,B,745.0,v,v,Live Phone/Text,False,https://progressmichigan.org/wp-content/uploads/2020/10/LE-Newsletter-Issue8.pdf,6233,Biden,13256,Joseph R. Biden Jr.,DEM,54.0,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-30 15:02:00,1 days,10,2020
907,135712,72333,Michigan,383,Public Policy Polling,Public Policy Polling,263.0,Public Policy Polling,B,745.0,v,v,Live Phone/Text,False,https://progressmichigan.org/wp-content/uploads/2020/10/LE-Newsletter-Issue8.pdf,6233,Trump,13254,Donald Trump,REP,44.0,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-30 15:02:00,1 days,10,2020
908,135712,72333,Michigan,383,Public Policy Polling,Public Policy Polling,263.0,Public Policy Polling,B,745.0,v,v,Live Phone/Text,False,https://progressmichigan.org/wp-content/uploads/2020/10/LE-Newsletter-Issue8.pdf,6233,Jorgensen,14611,Jo Jorgensen,LIB,1.0,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-30 15:02:00,1 days,10,2020
909,135712,72333,Michigan,383,Public Policy Polling,Public Policy Polling,263.0,Public Policy Polling,B,745.0,v,v,Live Phone/Text,False,https://progressmichigan.org/wp-content/uploads/2020/10/LE-Newsletter-Issue8.pdf,6233,Hawkins,14612,Howie Hawkins,GRE,0.0,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-30 15:02:00,1 days,10,2020
910,135859,72405,Minnesota,383,Public Policy Polling,Public Policy Polling,263.0,Public Policy Polling,B,770.0,v,v,IVR/Text,False,https://www.publicpolicypolling.com/wp-content/uploads/2020/10/MinnesotaResultsOctober2020.pdf,6234,Biden,13256,Joseph R. Biden Jr.,DEM,54.0,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-31 11:13:00,1 days,10,2020
911,135859,72405,Minnesota,383,Public Policy Polling,Public Policy Polling,263.0,Public Policy Polling,B,770.0,v,v,IVR/Text,False,https://www.publicpolicypolling.com/wp-content/uploads/2020/10/MinnesotaResultsOctober2020.pdf,6234,Trump,13254,Donald Trump,REP,43.0,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-31 11:13:00,1 days,10,2020
912,135866,72409,Wisconsin,1102,Emerson College,Emerson College,88.0,Emerson College,A-,751.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-pregame-polls-show-midwest-shift-for-biden-in-wisconsin-nebraska-s-2nd-district-and-vigo-county-indiana,6259,Biden,13256,Joseph R. Biden Jr.,DEM,52.7,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-31 17:21:00,1 days,10,2020
913,135866,72409,Wisconsin,1102,Emerson College,Emerson College,88.0,Emerson College,A-,751.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-pregame-polls-show-midwest-shift-for-biden-in-wisconsin-nebraska-s-2nd-district-and-vigo-county-indiana,6259,Trump,13254,Donald Trump,REP,45.4,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-31 17:21:00,1 days,10,2020
914,135867,72410,Nebraska CD-2,1102,Emerson College,Emerson College,88.0,Emerson College,A-,806.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-pregame-polls-show-midwest-shift-for-biden-in-wisconsin-nebraska-s-2nd-district-and-vigo-county-indiana,8718,Biden,13256,Joseph R. Biden Jr.,DEM,50.4,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-31 17:21:00,1 days,10,2020
915,135867,72410,Nebraska CD-2,1102,Emerson College,Emerson College,88.0,Emerson College,A-,806.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-pregame-polls-show-midwest-shift-for-biden-in-wisconsin-nebraska-s-2nd-district-and-vigo-county-indiana,8718,Trump,13254,Donald Trump,REP,47.8,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-31 17:21:00,1 days,10,2020
916,136002,72475,Pennsylvania,1528,AtlasIntel,AtlasIntel,546.0,AtlasIntel,B/C,672.0,lv,lv,Online,False,https://projects.fivethirtyeight.com/polls/10312020_PA_AtlasIntel.pdf,6249,Biden,13256,Joseph R. Biden Jr.,DEM,48.5,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-31 22:09:00,1 days,10,2020
917,136002,72475,Pennsylvania,1528,AtlasIntel,AtlasIntel,546.0,AtlasIntel,B/C,672.0,lv,lv,Online,False,https://projects.fivethirtyeight.com/polls/10312020_PA_AtlasIntel.pdf,6249,Trump,13254,Donald Trump,REP,49.6,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-10-31 22:09:00,1 days,10,2020
918,136024,72484,Florida,1357,St. Pete Polls,St. Pete Polls,314.0,St. Pete Polls,C,2758.0,lv,lv,Automated Phone,False,https://www.scribd.com/document/482346466/StPetePolls-2020-State-President-October30-F6JZP,6220,Biden,13256,Joseph R. Biden Jr.,DEM,49.2,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-11-01 07:15:00,1 days,10,2020
919,136024,72484,Florida,1357,St. Pete Polls,St. Pete Polls,314.0,St. Pete Polls,C,2758.0,lv,lv,Automated Phone,False,https://www.scribd.com/document/482346466/StPetePolls-2020-State-President-October30-F6JZP,6220,Trump,13254,Donald Trump,REP,48.1,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-11-01 07:15:00,1 days,10,2020
920,136074,72510,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,823.0,lv,lv,IVR/Online/Text,False,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-biden-with-slight-lead-over-trump-in-pennsylvania-maine-s-second-district-competitive,6249,Biden,13256,Joseph R. Biden Jr.,DEM,51.5,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-11-01 16:18:00,1 days,10,2020
921,136074,72510,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,823.0,lv,lv,IVR/Online/Text,False,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-biden-with-slight-lead-over-trump-in-pennsylvania-maine-s-second-district-competitive,6249,Trump,13254,Donald Trump,REP,46.6,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-11-01 16:18:00,1 days,10,2020
922,136082,72516,Florida,1102,Emerson College,Emerson College,88.0,Emerson College,A-,849.0,lv,lv,IVR/Online/Text,False,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,6220,Biden,13256,Joseph R. Biden Jr.,DEM,51.9,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-11-01 17:15:00,1 days,10,2020
923,136082,72516,Florida,1102,Emerson College,Emerson College,88.0,Emerson College,A-,849.0,lv,lv,IVR/Online/Text,False,https://emersonpolling.reportablenews.com/pr/super-poll-sunday-democrats-within-striking-distance-in-key-southern-states,6220,Trump,13254,Donald Trump,REP,46.1,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-11-01 17:15:00,1 days,10,2020
924,136347,72657,Ohio,1528,AtlasIntel,AtlasIntel,546.0,AtlasIntel,B/C,660.0,lv,lv,Online,False,https://projects.fivethirtyeight.com/polls/20201102_OH_AtlasIntel.pdf,6246,Biden,13256,Joseph R. Biden Jr.,DEM,46.5,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-11-02 14:40:00,1 days,10,2020
925,136347,72657,Ohio,1528,AtlasIntel,AtlasIntel,546.0,AtlasIntel,B/C,660.0,lv,lv,Online,False,https://projects.fivethirtyeight.com/polls/20201102_OH_AtlasIntel.pdf,6246,Trump,13254,Donald Trump,REP,50.4,2020-10-29 00:00:00,2020-10-30 00:00:00,2020-11-02 14:40:00,1 days,10,2020
930,136022,72482,Florida,1554,RMG Research,RMG Research,555.0,RMG Research,B/C,1200.0,lv,lv,IVR/Text,False,http://politicaliq.com/2020/11/01/florida-final-poll-biden-51-trump-47/,6220,Biden,13256,Joseph R. Biden Jr.,DEM,51.0,2020-10-28 00:00:00,2020-10-30 00:00:00,2020-11-01 07:09:00,2 days,10,2020
931,136022,72482,Florida,1554,RMG Research,RMG Research,555.0,RMG Research,B/C,1200.0,lv,lv,IVR/Text,False,http://politicaliq.com/2020/11/01/florida-final-poll-biden-51-trump-47/,6220,Trump,13254,Donald Trump,REP,47.0,2020-10-28 00:00:00,2020-10-30 00:00:00,2020-11-01 07:09:00,2 days,10,2020
934,136300,72632,Arizona,1308,Data Orbital,Data Orbital,73.0,Data Orbital,A/B,550.0,lv,lv,Live Phone,False,https://www.dataorbital.com/the-blog/breaking-in-arizona-presidential-and-us-senate-races-shift-one-day-before-election-day,6214,Biden,13256,Joseph R. Biden Jr.,DEM,45.9,2020-10-28 00:00:00,2020-10-30 00:00:00,2020-11-02 09:43:00,2 days,10,2020
935,136300,72632,Arizona,1308,Data Orbital,Data Orbital,73.0,Data Orbital,A/B,550.0,lv,lv,Live Phone,False,https://www.dataorbital.com/the-blog/breaking-in-arizona-presidential-and-us-senate-races-shift-one-day-before-election-day,6214,Trump,13254,Donald Trump,REP,45.3,2020-10-28 00:00:00,2020-10-30 00:00:00,2020-11-02 09:43:00,2 days,10,2020
936,136300,72632,Arizona,1308,Data Orbital,Data Orbital,73.0,Data Orbital,A/B,550.0,lv,lv,Live Phone,False,https://www.dataorbital.com/the-blog/breaking-in-arizona-presidential-and-us-senate-races-shift-one-day-before-election-day,6214,Jorgensen,14611,Jo Jorgensen,LIB,2.7,2020-10-28 00:00:00,2020-10-30 00:00:00,2020-11-02 09:43:00,2 days,10,2020
943,136016,72478,Arizona,1424,Siena College/The New York Times Upshot,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,1252.0,lv,lv,Live Phone,False,https://int.nyt.com/data/documenttools/az-fl-pa-wi/bc6b622f38350414/full.pdf,6214,Biden,13256,Joseph R. Biden Jr.,DEM,49.0,2020-10-26 00:00:00,2020-10-30 00:00:00,2020-11-01 05:54:00,4 days,10,2020
944,136016,72478,Arizona,1424,Siena College/The New York Times Upshot,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,1252.0,lv,lv,Live Phone,False,https://int.nyt.com/data/documenttools/az-fl-pa-wi/bc6b622f38350414/full.pdf,6214,Trump,13254,Donald Trump,REP,43.0,2020-10-26 00:00:00,2020-10-30 00:00:00,2020-11-01 05:54:00,4 days,10,2020
945,136016,72478,Arizona,1424,Siena College/The New York Times Upshot,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,1252.0,lv,lv,Live Phone,False,https://int.nyt.com/data/documenttools/az-fl-pa-wi/bc6b622f38350414/full.pdf,6214,Jorgensen,14611,Jo Jorgensen,LIB,3.0,2020-10-26 00:00:00,2020-10-30 00:00:00,2020-11-01 05:54:00,4 days,10,2020
946,136019,72481,Wisconsin,1424,Siena College/The New York Times Upshot,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,1253.0,lv,lv,Live Phone,False,https://int.nyt.com/data/documenttools/az-fl-pa-wi/bc6b622f38350414/full.pdf,6259,Biden,13256,Joseph R. Biden Jr.,DEM,52.0,2020-10-26 00:00:00,2020-10-30 00:00:00,2020-11-01 05:54:00,4 days,10,2020
947,136019,72481,Wisconsin,1424,Siena College/The New York Times Upshot,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,1253.0,lv,lv,Live Phone,False,https://int.nyt.com/data/documenttools/az-fl-pa-wi/bc6b622f38350414/full.pdf,6259,Trump,13254,Donald Trump,REP,41.0,2020-10-26 00:00:00,2020-10-30 00:00:00,2020-11-01 05:54:00,4 days,10,2020
948,136019,72481,Wisconsin,1424,Siena College/The New York Times Upshot,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,1253.0,lv,lv,Live Phone,False,https://int.nyt.com/data/documenttools/az-fl-pa-wi/bc6b622f38350414/full.pdf,6259,Jorgensen,14611,Jo Jorgensen,LIB,3.0,2020-10-26 00:00:00,2020-10-30 00:00:00,2020-11-01 05:54:00,4 days,10,2020
957,135874,72415,Wisconsin,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,873.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_wi.pdf,6259,Biden,13256,Joseph R. Biden Jr.,DEM,52.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:29:00,7 days,10,2020
958,135874,72415,Wisconsin,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,873.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_wi.pdf,6259,Trump,13254,Donald Trump,REP,44.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:29:00,7 days,10,2020
959,135874,72415,Wisconsin,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,873.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_wi.pdf,6259,Jorgensen,14611,Jo Jorgensen,LIB,3.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:29:00,7 days,10,2020
960,135875,72415,Wisconsin,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,920.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_wi.pdf,6259,Biden,13256,Joseph R. Biden Jr.,DEM,51.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
961,135875,72415,Wisconsin,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,920.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_wi.pdf,6259,Trump,13254,Donald Trump,REP,44.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
962,135875,72415,Wisconsin,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,920.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_wi.pdf,6259,Jorgensen,14611,Jo Jorgensen,LIB,3.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
963,135876,72416,Michigan,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,907.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_mi.pdf,6233,Biden,13256,Joseph R. Biden Jr.,DEM,53.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
964,135876,72416,Michigan,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,907.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_mi.pdf,6233,Trump,13254,Donald Trump,REP,41.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
965,135876,72416,Michigan,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,907.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_mi.pdf,6233,Jorgensen,14611,Jo Jorgensen,LIB,2.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
966,135876,72416,Michigan,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,907.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_mi.pdf,6233,Hawkins,14612,Howie Hawkins,GRE,1.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
967,135877,72416,Michigan,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,953.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_mi.pdf,6233,Biden,13256,Joseph R. Biden Jr.,DEM,54.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
968,135877,72416,Michigan,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,953.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_mi.pdf,6233,Trump,13254,Donald Trump,REP,40.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
969,135877,72416,Michigan,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,953.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_mi.pdf,6233,Jorgensen,14611,Jo Jorgensen,LIB,2.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
970,135877,72416,Michigan,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,953.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_mi.pdf,6233,Hawkins,14612,Howie Hawkins,GRE,1.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:30:00,7 days,10,2020
971,135881,72417,Arizona,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,865.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_az.pdf,6214,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
972,135881,72417,Arizona,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,865.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_az.pdf,6214,Trump,13254,Donald Trump,REP,46.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
973,135881,72417,Arizona,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,865.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_az.pdf,6214,Jorgensen,14611,Jo Jorgensen,LIB,3.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
974,135882,72417,Arizona,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,892.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_az.pdf,6214,Biden,13256,Joseph R. Biden Jr.,DEM,49.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
975,135882,72417,Arizona,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,892.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_az.pdf,6214,Trump,13254,Donald Trump,REP,46.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
976,135882,72417,Arizona,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,892.0,rv,rv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_az.pdf,6214,Jorgensen,14611,Jo Jorgensen,LIB,3.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
977,135883,72418,North Carolina,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,901.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,6238,Biden,13256,Joseph R. Biden Jr.,DEM,51.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
978,135883,72418,North Carolina,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,901.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,6238,Trump,13254,Donald Trump,REP,45.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
979,135883,72418,North Carolina,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,901.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,6238,Jorgensen,14611,Jo Jorgensen,LIB,2.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
980,135883,72418,North Carolina,1361,SSRS,CNN/SSRS,297.0,SSRS,B/C,901.0,lv,lv,Live Phone,False,http://cdn.cnn.com/cnn/2020/images/10/31/rel2_nc.pdf,6238,Hawkins,14612,Howie Hawkins,GRE,1.0,2020-10-23 00:00:00,2020-10-30 00:00:00,2020-10-31 17:56:00,7 days,10,2020
