,Unnamed: 0,start_date,end_date,state,pollster,sample_size,population,Clinton,Trump,dem_lead
2932,6274,2016-08-15,2016-08-17,U.S.,The Times-Picayune/Lucid,1690.0,lv,45.14254,42.69595,2.4465900000000005
2933,7626,2016-08-15,2016-08-17,South Carolina,Gravis Marketing,768.0,rv,38.84652,43.44614,-4.599620000000002
2934,7898,2016-08-15,2016-08-17,Nevada,Suffolk University,500.0,rv,47.12458,47.42683,-0.3022499999999937
2935,8295,2016-08-15,2016-08-17,North Carolina,Gravis Marketing,723.0,rv,39.92303,41.58569,-1.6626600000000025
2936,9725,2016-08-15,2016-08-17,U.S.,The Times-Picayune/Lucid,1690.0,lv,45.28861,42.38232,2.9062899999999985
2937,1380,2016-08-17,2016-08-17,Georgia,Opinion Savvy/InsiderAdvantage,730.0,lv,43.6999,45.711000000000006,-2.011100000000006
2938,4839,2016-08-17,2016-08-17,Georgia,Opinion Savvy/InsiderAdvantage,730.0,lv,43.705290000000005,45.76897,-2.063679999999998
2939,8205,2016-08-17,2016-08-17,Georgia,Opinion Savvy/InsiderAdvantage,730.0,lv,43.940940000000005,45.6019,-1.6609599999999958
2940,2018,2016-07-29,2016-08-18,Delaware,Ipsos,117.0,lv,43.29377,23.70239,19.59138
2941,2064,2016-07-29,2016-08-18,Montana,Ipsos,100.0,lv,37.34504,46.77905,-9.434009999999994
2942,2080,2016-07-29,2016-08-18,New Mexico,Ipsos,115.0,lv,39.62001,39.5386,0.0814099999999982
2943,2324,2016-07-29,2016-08-18,West Virginia,Ipsos,183.0,lv,38.44733,50.40301,-11.955679999999994
2944,2344,2016-07-29,2016-08-18,Mississippi,Ipsos,214.0,lv,37.71409,53.41479,-15.700700000000005
2945,2374,2016-07-29,2016-08-18,Idaho,Ipsos,186.0,lv,28.49448,44.78103,-16.286550000000002
2946,2400,2016-07-29,2016-08-18,New Hampshire,Ipsos,163.0,lv,39.34458,40.77522,-1.430640000000004
2947,2413,2016-07-29,2016-08-18,Nebraska,Ipsos,185.0,lv,33.32497,50.42421,-17.099239999999995
2948,2456,2016-07-29,2016-08-18,Maine,Ipsos,210.0,lv,31.95987,38.83227,-6.872399999999999
2949,2462,2016-07-29,2016-08-18,Arkansas,Ipsos,290.0,lv,39.01404,46.26977,-7.25573
2950,2472,2016-07-29,2016-08-18,Nevada,Ipsos,350.0,lv,38.69872,39.43657,-0.7378500000000017
2951,2477,2016-07-29,2016-08-18,Kansas,Ipsos,333.0,lv,35.13963,48.08501,-12.94538
2952,2491,2016-07-29,2016-08-18,Iowa,Ipsos,369.0,lv,40.27827,42.98806,-2.709789999999998
2953,2496,2016-07-29,2016-08-18,Oklahoma,Ipsos,386.0,lv,27.50097,59.06378,-31.56281
2954,2509,2016-07-29,2016-08-18,South Carolina,Ipsos,288.0,lv,40.39884,51.5858,-11.18696
2955,2520,2016-07-29,2016-08-18,Louisiana,Ipsos,424.0,lv,37.52554,49.81423,-12.288690000000004
2956,2571,2016-07-29,2016-08-18,Alabama,Ipsos,380.0,lv,35.75131,56.1875,-20.436190000000003
2957,2584,2016-07-29,2016-08-18,Connecticut,Ipsos,358.0,lv,49.305890000000005,38.79615,10.509740000000008
2958,2603,2016-07-29,2016-08-18,Kentucky,Ipsos,375.0,lv,40.37223,48.72345,-8.351219999999998
2959,2650,2016-07-29,2016-08-18,Oregon,Ipsos,444.0,lv,42.54981,40.71865,1.831160000000004
2960,2664,2016-07-29,2016-08-18,Maryland,Ipsos,475.0,lv,52.27948,31.12071,21.15877
2961,2727,2016-07-29,2016-08-18,Colorado,Ipsos,420.0,lv,40.55921,39.38944,1.1697699999999998
2962,3322,2016-07-29,2016-08-18,Utah,Ipsos,211.0,lv,31.30967,44.82833,-13.51866
2963,5339,2016-07-29,2016-08-18,Delaware,Ipsos,117.0,lv,43.39479,23.80726,19.58753
2964,5389,2016-07-29,2016-08-18,Montana,Ipsos,100.0,lv,37.53317,47.05321,-9.520040000000002
2965,5407,2016-07-29,2016-08-18,New Mexico,Ipsos,115.0,lv,39.68901,39.66127,0.0277399999999943
2966,5656,2016-07-29,2016-08-18,West Virginia,Ipsos,183.0,lv,38.57376,50.57391,-12.000149999999998
2967,5677,2016-07-29,2016-08-18,Mississippi,Ipsos,214.0,lv,37.85173,53.40818,-15.556450000000003
2968,5699,2016-07-29,2016-08-18,Idaho,Ipsos,186.0,lv,28.52176,44.86766,-16.345900000000004
2969,5726,2016-07-29,2016-08-18,New Hampshire,Ipsos,163.0,lv,39.32517,40.96051,-1.6353399999999991
2970,5733,2016-07-29,2016-08-18,Nebraska,Ipsos,185.0,lv,33.380990000000004,50.52013,-17.139139999999998
2971,5791,2016-07-29,2016-08-18,Arkansas,Ipsos,290.0,lv,39.15042,46.3937,-7.243279999999999
2972,5792,2016-07-29,2016-08-18,Maine,Ipsos,210.0,lv,32.01526,39.05088,-7.0356200000000015
2973,5815,2016-07-29,2016-08-18,Kansas,Ipsos,333.0,lv,35.1605,48.15728,-12.99678
2974,5822,2016-07-29,2016-08-18,Iowa,Ipsos,369.0,lv,40.32136,43.107040000000005,-2.7856800000000064
2975,5827,2016-07-29,2016-08-18,Oklahoma,Ipsos,386.0,lv,27.528,59.06202,-31.534019999999995
2976,5830,2016-07-29,2016-08-18,Nevada,Ipsos,350.0,lv,38.74013,39.49552,-0.7553899999999985
2977,5840,2016-07-29,2016-08-18,South Carolina,Ipsos,288.0,lv,40.49298,51.58289,-11.089910000000003
2978,5850,2016-07-29,2016-08-18,Louisiana,Ipsos,424.0,lv,37.70185,49.89473,-12.192879999999995
2979,5903,2016-07-29,2016-08-18,Alabama,Ipsos,380.0,lv,35.92446,56.241690000000006,-20.31723000000001
2980,5921,2016-07-29,2016-08-18,Connecticut,Ipsos,358.0,lv,49.39771,38.98558,10.412129999999998
2981,5938,2016-07-29,2016-08-18,Kentucky,Ipsos,375.0,lv,40.49923,48.84192,-8.342690000000005
2982,5974,2016-07-29,2016-08-18,Oregon,Ipsos,444.0,lv,42.6287,40.88701,1.7416900000000055
2983,5989,2016-07-29,2016-08-18,Maryland,Ipsos,475.0,lv,52.38881,31.20725,21.18156
2984,6083,2016-07-29,2016-08-18,Colorado,Ipsos,420.0,lv,40.59832,39.50476,1.0935600000000036
2985,6766,2016-07-29,2016-08-18,Utah,Ipsos,211.0,lv,31.432990000000004,45.00538,-13.57239
2986,8842,2016-07-29,2016-08-18,Delaware,Ipsos,117.0,lv,43.61379,23.51564,20.098150000000004
2987,8888,2016-07-29,2016-08-18,Montana,Ipsos,100.0,lv,37.75173,46.71252,-8.960789999999996
2988,8904,2016-07-29,2016-08-18,New Mexico,Ipsos,115.0,lv,39.87633,39.30849,0.5678399999999968
2989,9148,2016-07-29,2016-08-18,West Virginia,Ipsos,183.0,lv,38.7983,50.26379,-11.465490000000004
2990,9168,2016-07-29,2016-08-18,Mississippi,Ipsos,214.0,lv,38.07475,53.2082,-15.133449999999996
2991,9198,2016-07-29,2016-08-18,Idaho,Ipsos,186.0,lv,28.77362,44.57606,-15.802439999999995
2992,9224,2016-07-29,2016-08-18,New Hampshire,Ipsos,163.0,lv,39.59932,40.60521,-1.0058900000000008
2993,9237,2016-07-29,2016-08-18,Nebraska,Ipsos,185.0,lv,33.6405,50.24768,-16.607179999999993
2994,9280,2016-07-29,2016-08-18,Maine,Ipsos,210.0,lv,32.24941,38.68011,-6.430700000000002
2995,9286,2016-07-29,2016-08-18,Arkansas,Ipsos,290.0,lv,39.38501,46.12731,-6.742299999999993
2996,9296,2016-07-29,2016-08-18,Nevada,Ipsos,350.0,lv,38.99715,39.23382,-0.2366700000000037
2997,9301,2016-07-29,2016-08-18,Kansas,Ipsos,333.0,lv,35.4418,47.89982,-12.458019999999998
2998,9315,2016-07-29,2016-08-18,Iowa,Ipsos,369.0,lv,40.56556,42.798,-2.232440000000004
2999,9320,2016-07-29,2016-08-18,Oklahoma,Ipsos,386.0,lv,27.78653,58.82925,-31.042720000000003
3000,9333,2016-07-29,2016-08-18,South Carolina,Ipsos,288.0,lv,40.75255,51.39154,-10.63899
3001,9344,2016-07-29,2016-08-18,Louisiana,Ipsos,424.0,lv,37.89284,49.63407,-11.741230000000002
3002,9395,2016-07-29,2016-08-18,Alabama,Ipsos,380.0,lv,36.11876,55.99803000000001,-19.87927000000001
3003,9408,2016-07-29,2016-08-18,Connecticut,Ipsos,358.0,lv,49.62367,38.64545,10.978220000000007
3004,9427,2016-07-29,2016-08-18,Kentucky,Ipsos,375.0,lv,40.71889,48.55828,-7.839389999999994
3005,9474,2016-07-29,2016-08-18,Oregon,Ipsos,444.0,lv,42.87785,40.57488,2.302970000000002
3006,9488,2016-07-29,2016-08-18,Maryland,Ipsos,475.0,lv,52.63343,30.95702,21.676410000000004
3007,9551,2016-07-29,2016-08-18,Colorado,Ipsos,420.0,lv,40.83636,39.18937,1.6469899999999953
3008,10235,2016-07-29,2016-08-18,Utah,Ipsos,211.0,lv,31.62721,44.65947,-13.03226
3009,2529,2016-08-05,2016-08-18,Missouri,Ipsos,365.0,lv,45.1172,42.4548,2.662399999999998
3010,2532,2016-08-05,2016-08-18,Indiana,Ipsos,335.0,lv,34.41931,54.5806,-20.16129
3011,2555,2016-08-05,2016-08-18,Tennessee,Ipsos,398.0,lv,34.74992,44.5089,-9.758979999999994
3012,2561,2016-08-05,2016-08-18,Minnesota,Ipsos,541.0,lv,40.95401,35.28642,5.667589999999997
3013,2562,2016-08-05,2016-08-18,Massachusetts,Ipsos,495.0,lv,51.75731,31.49776,20.25955
3014,2576,2016-08-05,2016-08-18,Washington,Ipsos,399.0,lv,44.50828,35.15574,9.352539999999998
3015,2598,2016-08-05,2016-08-18,Georgia,Ipsos,522.0,lv,40.831,47.120740000000005,-6.289740000000009
3016,2614,2016-08-05,2016-08-18,Wisconsin,Ipsos,512.0,lv,36.95758,38.10036,-1.1427799999999948
3017,2668,2016-08-05,2016-08-18,New Jersey,Ipsos,765.0,lv,45.9525,35.101040000000005,10.851459999999996
3018,2686,2016-08-05,2016-08-18,Arizona,Ipsos,438.0,lv,37.92466,48.38399999999999,-10.459339999999996
3019,2690,2016-08-05,2016-08-18,Virginia,Ipsos,643.0,lv,44.15309,40.34463,3.8084599999999966
3020,2715,2016-08-05,2016-08-18,North Carolina,Ipsos,438.0,lv,46.28855,46.59472,-0.3061700000000016
3021,2722,2016-08-05,2016-08-18,Michigan,Ipsos,630.0,lv,42.62685,43.95858,-1.3317300000000003
3022,5882,2016-08-05,2016-08-18,Indiana,Ipsos,335.0,lv,34.59005,54.67786,-20.08781
3023,5889,2016-08-05,2016-08-18,Missouri,Ipsos,365.0,lv,45.285340000000005,42.56133,2.724010000000007
3024,5905,2016-08-05,2016-08-18,Tennessee,Ipsos,398.0,lv,34.88308,44.58146,-9.69838
3025,5917,2016-08-05,2016-08-18,Minnesota,Ipsos,541.0,lv,41.02561,35.37275,5.652859999999997
3026,5918,2016-08-05,2016-08-18,Massachusetts,Ipsos,495.0,lv,51.78461,31.69862,20.08599
3027,5931,2016-08-05,2016-08-18,Washington,Ipsos,399.0,lv,44.65982,35.362109999999994,9.29771000000001
3028,5957,2016-08-05,2016-08-18,Georgia,Ipsos,522.0,lv,41.01184,47.15413,-6.142290000000003
3029,5978,2016-08-05,2016-08-18,Wisconsin,Ipsos,512.0,lv,37.04071,38.19122,-1.150510000000004
3030,6018,2016-08-05,2016-08-18,New Jersey,Ipsos,765.0,lv,46.07847,35.22437,10.854100000000004
3031,6067,2016-08-05,2016-08-18,Arizona,Ipsos,438.0,lv,38.08081,48.53081,-10.449999999999996
3032,6073,2016-08-05,2016-08-18,Virginia,Ipsos,643.0,lv,44.28036,40.40589,3.874469999999995
3033,6090,2016-08-05,2016-08-18,North Carolina,Ipsos,438.0,lv,46.45304,46.65285,-0.1998099999999993
3034,6097,2016-08-05,2016-08-18,Michigan,Ipsos,630.0,lv,42.69656,44.00611,-1.3095500000000015
3035,9353,2016-08-05,2016-08-18,Missouri,Ipsos,365.0,lv,45.47917,42.27776,3.2014100000000028
3036,9356,2016-08-05,2016-08-18,Indiana,Ipsos,335.0,lv,34.7688,54.38599,-19.61719
3037,9379,2016-08-05,2016-08-18,Tennessee,Ipsos,398.0,lv,35.09942,44.31983,-9.220409999999994
3038,9385,2016-08-05,2016-08-18,Minnesota,Ipsos,541.0,lv,41.27753,35.10362,6.173909999999999
3039,9386,2016-08-05,2016-08-18,Massachusetts,Ipsos,495.0,lv,52.02739,31.32953,20.69786000000001
3040,9400,2016-08-05,2016-08-18,Washington,Ipsos,399.0,lv,44.84407,35.00238,9.84169
3041,9422,2016-08-05,2016-08-18,Georgia,Ipsos,522.0,lv,41.18242,46.8964,-5.713979999999999
3042,9438,2016-08-05,2016-08-18,Wisconsin,Ipsos,512.0,lv,37.26133,37.89479,-0.6334599999999995
3043,9492,2016-08-05,2016-08-18,New Jersey,Ipsos,765.0,lv,46.2966,34.93139,11.365209999999998
3044,9510,2016-08-05,2016-08-18,Arizona,Ipsos,438.0,lv,38.26017,48.20288,-9.942709999999998
3045,9514,2016-08-05,2016-08-18,Virginia,Ipsos,643.0,lv,44.48058,40.131240000000005,4.349339999999991
3046,9539,2016-08-05,2016-08-18,North Carolina,Ipsos,438.0,lv,46.62386,46.37186,0.2520000000000024
3047,9546,2016-08-05,2016-08-18,Michigan,Ipsos,630.0,lv,42.94109,43.7507,-0.8096099999999993
3048,2424,2016-08-12,2016-08-18,Texas,Ipsos,915.0,lv,31.36243,47.03259,-15.67016
3049,2452,2016-08-12,2016-08-18,Illinois,Ipsos,788.0,lv,55.46743000000001,31.00107,24.466360000000005
3050,2469,2016-08-12,2016-08-18,New York,Ipsos,1006.0,lv,51.7501,31.60516,20.144940000000005
3051,2540,2016-08-12,2016-08-18,California,Ipsos,1203.0,lv,62.68561,27.812890000000003,34.872719999999994
3052,2551,2016-08-12,2016-08-18,Pennsylvania,Ipsos,771.0,lv,45.00674,46.63142,-1.624679999999998
3053,2574,2016-08-12,2016-08-18,Ohio,Ipsos,844.0,lv,44.43152,40.01859,4.412929999999996
3054,2630,2016-08-12,2016-08-18,Florida,Ipsos,1216.0,lv,48.35996,43.42736,4.932600000000001
3055,2780,2016-08-12,2016-08-18,U.S.,CVOTER International,993.0,lv,47.1807,44.24657,2.9341300000000032
3056,2879,2016-08-12,2016-08-18,U.S.,USC Dornsife/LA Times,2489.0,lv,46.12955,42.42275,3.706800000000001
3057,5800,2016-08-12,2016-08-18,Texas,Ipsos,915.0,lv,31.46572,47.16273,-15.697009999999995
3058,5842,2016-08-12,2016-08-18,Illinois,Ipsos,788.0,lv,55.55154,31.12905,24.422490000000003
3059,5854,2016-08-12,2016-08-18,New York,Ipsos,1006.0,lv,51.85989,31.78157,20.07832
3060,5915,2016-08-12,2016-08-18,California,Ipsos,1203.0,lv,62.76906999999999,27.96458,34.804489999999994
3061,5940,2016-08-12,2016-08-18,Pennsylvania,Ipsos,771.0,lv,45.09295,46.73326,-1.6403099999999924
3062,5965,2016-08-12,2016-08-18,Ohio,Ipsos,844.0,lv,44.51681,40.15748,4.35933
3063,6010,2016-08-12,2016-08-18,Florida,Ipsos,1216.0,lv,48.4673,43.58127,4.886029999999998
3064,6163,2016-08-12,2016-08-18,U.S.,CVOTER International,993.0,lv,47.29771,44.24528,3.052429999999994
3065,6256,2016-08-12,2016-08-18,U.S.,USC Dornsife/LA Times,2489.0,lv,46.21616,42.38799,3.828169999999993
3066,9248,2016-08-12,2016-08-18,Texas,Ipsos,915.0,lv,31.64036,46.898990000000005,-15.258630000000007
3067,9276,2016-08-12,2016-08-18,Illinois,Ipsos,788.0,lv,55.747240000000005,30.8768,24.87044000000001
3068,9293,2016-08-12,2016-08-18,New York,Ipsos,1006.0,lv,52.0244,31.48534,20.53906
3069,9364,2016-08-12,2016-08-18,California,Ipsos,1203.0,lv,62.95667,27.690520000000003,35.26615
3070,9375,2016-08-12,2016-08-18,Pennsylvania,Ipsos,771.0,lv,45.27853,46.48677,-1.2082400000000035
3071,9398,2016-08-12,2016-08-18,Ohio,Ipsos,844.0,lv,44.68965,39.8769,4.812750000000001
3072,9454,2016-08-12,2016-08-18,Florida,Ipsos,1216.0,lv,48.627590000000005,43.29209,5.335500000000003
3073,9604,2016-08-12,2016-08-18,U.S.,CVOTER International,993.0,lv,47.48296,43.86758,3.615380000000002
3074,9703,2016-08-12,2016-08-18,U.S.,USC Dornsife/LA Times,2489.0,lv,46.44697,42.05108,4.395890000000001
3075,1276,2016-08-14,2016-08-18,Florida,Saint Leo University,1380.0,lv,51.93296,44.096790000000006,7.836169999999987
3076,2429,2016-08-14,2016-08-18,U.S.,Ipsos,1118.0,lv,42.20041,37.276720000000005,4.9236899999999935
3077,4751,2016-08-14,2016-08-18,Florida,Saint Leo University,1380.0,lv,52.1005,44.36837,7.732129999999998
3078,5836,2016-08-14,2016-08-18,U.S.,Ipsos,1118.0,lv,42.26262,37.45334,4.809279999999994
3079,8101,2016-08-14,2016-08-18,Florida,Saint Leo University,1380.0,lv,52.43256,43.8367,8.595859999999995
3080,9253,2016-08-14,2016-08-18,U.S.,Ipsos,1118.0,lv,42.42868,37.18045,5.24823
3081,2915,2016-08-16,2016-08-18,U.S.,The Times-Picayune/Lucid,1359.0,lv,46.12875,41.5734,4.555349999999997
3082,6293,2016-08-16,2016-08-18,U.S.,The Times-Picayune/Lucid,1359.0,lv,46.17159,41.66146,4.510130000000004
3083,9739,2016-08-16,2016-08-18,U.S.,The Times-Picayune/Lucid,1359.0,lv,46.307970000000005,41.35232,4.955650000000006
3084,2755,2016-08-13,2016-08-19,U.S.,CVOTER International,1096.0,lv,47.5275,44.09391,3.4335900000000024
3085,2876,2016-08-13,2016-08-19,U.S.,USC Dornsife/LA Times,2463.0,lv,45.21635,43.1601,2.0562499999999986
3086,6143,2016-08-13,2016-08-19,U.S.,CVOTER International,1096.0,lv,47.60331,44.13691,3.4664
3087,6252,2016-08-13,2016-08-19,U.S.,USC Dornsife/LA Times,2463.0,lv,45.26176,43.16963,2.0921299999999974
3088,9579,2016-08-13,2016-08-19,U.S.,CVOTER International,1096.0,lv,47.77881,43.76489,4.013919999999999
3089,9700,2016-08-13,2016-08-19,U.S.,USC Dornsife/LA Times,2463.0,lv,45.48283,42.83839,2.644439999999996
3090,2410,2016-08-15,2016-08-19,U.S.,Ipsos,1104.0,lv,41.68591,38.28127,3.404640000000001
3091,5823,2016-08-15,2016-08-19,U.S.,Ipsos,1104.0,lv,41.69168,38.51885,3.1728299999999976
3092,9234,2016-08-15,2016-08-19,U.S.,Ipsos,1104.0,lv,41.84805,38.25045,3.5976
3093,670,2016-08-17,2016-08-19,Iowa,YouGov,987.0,lv,42.06528,43.1629,-1.0976199999999992
3094,1172,2016-08-17,2016-08-19,Ohio,YouGov,997.0,lv,47.92558,42.94894,4.976639999999996
3095,2903,2016-08-17,2016-08-19,U.S.,The Times-Picayune/Lucid,1357.0,lv,46.22165,40.46357,5.7580799999999925
3096,4128,2016-08-17,2016-08-19,Iowa,YouGov,987.0,lv,41.87422,43.43335,-1.559129999999996
3097,4687,2016-08-17,2016-08-19,Ohio,YouGov,997.0,lv,47.755,43.18654,4.568460000000002
3098,6289,2016-08-17,2016-08-19,U.S.,The Times-Picayune/Lucid,1357.0,lv,46.20232,40.61627,5.58605
3099,7495,2016-08-17,2016-08-19,Iowa,YouGov,987.0,lv,42.09498,43.06158,-0.9665999999999996
3100,7997,2016-08-17,2016-08-19,Ohio,YouGov,997.0,lv,47.96622,42.83522,5.131
3101,9727,2016-08-17,2016-08-19,U.S.,The Times-Picayune/Lucid,1357.0,lv,46.32777,40.31486,6.012910000000005
3102,3047,2016-08-18,2016-08-19,U.S.,Google Consumer Surveys,900.0,lv,44.50569,39.511390000000006,4.994299999999996
3103,6413,2016-08-18,2016-08-19,U.S.,Google Consumer Surveys,900.0,lv,44.45916,39.72308,4.736080000000001
3104,9871,2016-08-18,2016-08-19,U.S.,Google Consumer Surveys,900.0,lv,44.61153,39.4269,5.184629999999999
3105,2735,2016-08-14,2016-08-20,U.S.,CVOTER International,1191.0,lv,46.33855,45.62048,0.7180699999999973
3106,2873,2016-08-14,2016-08-20,U.S.,USC Dornsife/LA Times,2385.0,lv,44.7174,43.83666,0.880740000000003
3107,6127,2016-08-14,2016-08-20,U.S.,CVOTER International,1191.0,lv,46.36576,45.71582,0.6499399999999937
3108,6248,2016-08-14,2016-08-20,U.S.,USC Dornsife/LA Times,2385.0,lv,44.71421,43.89854,0.8156699999999901
3109,9559,2016-08-14,2016-08-20,U.S.,CVOTER International,1191.0,lv,46.53185,45.34857,1.1832799999999963
3110,9697,2016-08-14,2016-08-20,U.S.,USC Dornsife/LA Times,2385.0,lv,44.92587,43.57207,1.3537999999999997
3111,2385,2016-08-16,2016-08-20,U.S.,Ipsos,1091.0,lv,43.67881,37.67144,6.0073699999999945
3112,5802,2016-08-16,2016-08-20,U.S.,Ipsos,1091.0,lv,43.62241,37.97366,5.64875
3113,9209,2016-08-16,2016-08-20,U.S.,Ipsos,1091.0,lv,43.76785,37.713,6.054850000000002
3114,1424,2016-08-17,2016-08-20,U.S.,American Research Group,994.0,rv,46.69531,43.27156,3.4237499999999983
3115,1628,2016-08-17,2016-08-20,Maine CD-2,Maine People's Resource Center,399.0,lv,41.10741,37.90657,3.2008399999999924
3116,1644,2016-08-17,2016-08-20,Maine CD-1,Maine People's Resource Center,442.0,lv,48.67211,35.45597,13.216139999999996
3117,1772,2016-08-17,2016-08-20,Maine,Maine People's Resource Center,841.0,lv,45.39418,36.43796,8.956220000000002
3118,4897,2016-08-17,2016-08-20,U.S.,American Research Group,994.0,rv,46.33253,43.37499,2.9575399999999945
3119,5070,2016-08-17,2016-08-20,Maine CD-2,Maine People's Resource Center,399.0,lv,41.12964,38.15978,2.969860000000004
3120,5095,2016-08-17,2016-08-20,Maine CD-1,Maine People's Resource Center,442.0,lv,48.67142,35.74661,12.92481
3121,5189,2016-08-17,2016-08-20,Maine,Maine People's Resource Center,841.0,lv,45.404340000000005,36.71089,8.693450000000006
3122,8249,2016-08-17,2016-08-20,U.S.,American Research Group,994.0,rv,46.54111,43.19299,3.3481199999999944
3123,8452,2016-08-17,2016-08-20,Maine CD-2,Maine People's Resource Center,399.0,lv,41.17505,37.8778,3.2972499999999982
3124,8468,2016-08-17,2016-08-20,Maine CD-1,Maine People's Resource Center,442.0,lv,48.72739,35.44125,13.286140000000003
3125,8596,2016-08-17,2016-08-20,Maine,Maine People's Resource Center,841.0,lv,45.4553,36.41659,9.038710000000002
3126,2484,2016-08-18,2016-08-20,U.S.,Morning Consult,2001.0,rv,43.69082,43.11996,0.5708600000000033
3127,2893,2016-08-18,2016-08-20,U.S.,The Times-Picayune/Lucid,1362.0,lv,44.30625,41.3544,2.9518500000000003
3128,5896,2016-08-18,2016-08-20,U.S.,Morning Consult,2001.0,rv,43.58841,43.37455,0.2138599999999968
3129,6278,2016-08-18,2016-08-20,U.S.,The Times-Picayune/Lucid,1362.0,lv,44.22455,41.56915,2.6554
3130,9308,2016-08-18,2016-08-20,U.S.,Morning Consult,2001.0,rv,43.714940000000006,42.98859,0.7263500000000036
3131,9717,2016-08-18,2016-08-20,U.S.,The Times-Picayune/Lucid,1362.0,lv,44.3406,41.27682,3.0637800000000013
3132,2706,2016-08-15,2016-08-21,U.S.,CVOTER International,1259.0,lv,46.20854,45.28068,0.9278600000000026
3133,2862,2016-08-15,2016-08-21,U.S.,USC Dornsife/LA Times,2359.0,lv,45.33739,43.32687,2.01052
3134,2964,2016-08-15,2016-08-21,U.S.,SurveyMonkey,17459.0,rv,45.11716,42.65336,2.463799999999999
3135,6112,2016-08-15,2016-08-21,U.S.,CVOTER International,1259.0,lv,46.1796,45.43375,0.7458499999999972
3136,6241,2016-08-15,2016-08-21,U.S.,USC Dornsife/LA Times,2359.0,lv,45.27805,43.44646,1.8315900000000056
3137,6344,2016-08-15,2016-08-21,U.S.,SurveyMonkey,17459.0,rv,44.99168,42.92109,2.070590000000003
3138,9530,2016-08-15,2016-08-21,U.S.,CVOTER International,1259.0,lv,46.3351,45.07457,1.2605299999999957
3139,9686,2016-08-15,2016-08-21,U.S.,USC Dornsife/LA Times,2359.0,lv,45.47912,43.12807,2.3510500000000008
3140,9788,2016-08-15,2016-08-21,U.S.,SurveyMonkey,17459.0,rv,45.12185,42.55738,2.56447
3141,2371,2016-08-17,2016-08-21,U.S.,Ipsos,1078.0,lv,43.26342,36.86226,6.401160000000004
3142,5781,2016-08-17,2016-08-21,U.S.,Ipsos,1078.0,lv,43.14463,37.22654,5.918089999999999
3143,9195,2016-08-17,2016-08-21,U.S.,Ipsos,1078.0,lv,43.28068,36.97496,6.305720000000001
3144,745,2016-08-18,2016-08-21,South Carolina,Feldman Group,600.0,lv,40.45282,43.78022,-3.327399999999997
3145,800,2016-08-18,2016-08-21,Ohio,Monmouth University,402.0,lv,43.98657,41.89824,2.088329999999999
3146,4220,2016-08-18,2016-08-21,South Carolina,Feldman Group,600.0,lv,40.33862,44.01898,-3.68036
3147,4321,2016-08-18,2016-08-21,Ohio,Monmouth University,402.0,lv,43.7702,42.252590000000005,1.5176099999999977
3148,7570,2016-08-18,2016-08-21,South Carolina,Feldman Group,600.0,lv,40.47301,43.76588,-3.2928700000000006
3149,7625,2016-08-18,2016-08-21,Ohio,Monmouth University,402.0,lv,43.92419,41.88272,2.041470000000004
3150,616,2016-08-19,2016-08-21,Utah,Public Policy Polling,1018.0,lv,24.93717,39.83334,-14.896169999999998
3151,617,2016-08-19,2016-08-21,New Mexico,Public Policy Polling,1103.0,v,42.24555,34.94728,7.298270000000002
3152,2869,2016-08-19,2016-08-21,U.S.,The Times-Picayune/Lucid,1836.0,lv,46.38902,40.25249,6.1365300000000005
3153,4094,2016-08-19,2016-08-21,Utah,Public Policy Polling,1018.0,lv,24.69671,40.05174,-15.355030000000005
3154,4096,2016-08-19,2016-08-21,New Mexico,Public Policy Polling,1103.0,v,42.0766,35.24698,6.829619999999999
3155,6247,2016-08-19,2016-08-21,U.S.,The Times-Picayune/Lucid,1836.0,lv,46.24604,40.52942,5.716619999999999
3156,7441,2016-08-19,2016-08-21,Utah,Public Policy Polling,1018.0,lv,24.89138,39.824740000000006,-14.933360000000008
3157,7442,2016-08-19,2016-08-21,New Mexico,Public Policy Polling,1103.0,v,42.21901,34.9257,7.293309999999998
3158,9693,2016-08-19,2016-08-21,U.S.,The Times-Picayune/Lucid,1836.0,lv,46.3512,40.24646,6.10474
3159,2699,2016-08-16,2016-08-22,U.S.,CVOTER International,1214.0,lv,46.64438,45.40097,1.2434099999999972
3160,2852,2016-08-16,2016-08-22,U.S.,USC Dornsife/LA Times,2411.0,lv,46.06324,42.69716,3.366080000000004
3161,6105,2016-08-16,2016-08-22,U.S.,CVOTER International,1214.0,lv,46.55629,45.61108,0.945210000000003
3162,6236,2016-08-16,2016-08-22,U.S.,USC Dornsife/LA Times,2411.0,lv,45.94474,42.87379,3.0709500000000034
3163,9523,2016-08-16,2016-08-22,U.S.,CVOTER International,1214.0,lv,46.70317,45.26176,1.4414100000000047
3164,9676,2016-08-16,2016-08-22,U.S.,USC Dornsife/LA Times,2411.0,lv,46.13718,42.56526,3.5719200000000058
3165,1340,2016-08-17,2016-08-22,Florida,Cherry Communications,608.0,lv,43.69558,47.47474,-3.779160000000005
3166,4831,2016-08-17,2016-08-22,Florida,Cherry Communications,608.0,lv,43.38556,48.02719,-4.641630000000006
3167,8165,2016-08-17,2016-08-22,Florida,Cherry Communications,608.0,lv,43.68507,47.46627,-3.7811999999999983
3168,2339,2016-08-18,2016-08-22,U.S.,Ipsos,1115.0,lv,43.34043,36.46611,6.874319999999997
